# #Wavelength [um]  Transmission
1.00906210e+01 0.0
1.00916044e+01 0.0
1.00925878e+01 0.0
1.00935713e+01 0.0
1.00945547e+01 0.0
1.00955381e+01 0.0
1.00965216e+01 0.0
1.00975050e+01 0.0
1.00984884e+01 0.0
1.00994718e+01 0.0
1.01004553e+01 0.0
1.01014387e+01 0.0
1.01024221e+01 0.0
1.01034056e+01 0.0
1.01043890e+01 0.0
1.01053724e+01 0.0
1.01063558e+01 0.0
1.01073393e+01 0.0
1.01083227e+01 0.0
1.01093061e+01 0.0
1.01102896e+01 0.0
1.01112730e+01 0.0
1.01122564e+01 0.0
1.01132398e+01 0.0
1.01142233e+01 0.0
1.01152067e+01 0.0
1.01161901e+01 0.0
1.01171736e+01 0.0
1.01181570e+01 0.0
1.01191404e+01 0.0
1.01201238e+01 0.0
1.01211073e+01 0.0
1.01220907e+01 0.0
1.01230741e+01 0.0
1.01240576e+01 0.0
1.01250410e+01 0.0
1.01260244e+01 0.0
1.01270078e+01 0.0
1.01279913e+01 0.0
1.01289747e+01 0.0
1.01299581e+01 0.0
1.01309416e+01 0.0
1.01319250e+01 0.0
1.01329084e+01 0.0
1.01338918e+01 0.0
1.01348753e+01 0.0
1.01358587e+01 0.0
1.01368421e+01 0.0
1.01378256e+01 0.0
1.01388090e+01 0.0
1.01397924e+01 0.0
1.01407758e+01 0.0
1.01417593e+01 0.0
1.01427427e+01 0.0
1.01437261e+01 0.0
1.01447096e+01 0.0
1.01456930e+01 0.0
1.01466764e+01 0.0
1.01476599e+01 0.0
1.01486433e+01 0.0
1.01496267e+01 0.0
1.01506101e+01 0.0
1.01515936e+01 0.0
1.01525770e+01 0.0
1.01535604e+01 0.0
1.01545439e+01 0.0
1.01555273e+01 0.0
1.01565107e+01 0.0
1.01574941e+01 0.0
1.01584776e+01 0.0
1.01594610e+01 0.0
1.01604444e+01 0.0
1.01614279e+01 0.0
1.01624113e+01 0.0
1.01633947e+01 0.0
1.01643781e+01 0.0
1.01653616e+01 0.0
1.01663450e+01 0.0
1.01673284e+01 0.0
1.01683119e+01 0.0
1.01692953e+01 0.0
1.01702787e+01 0.0
1.01712621e+01 0.0
1.01722456e+01 0.0
1.01732290e+01 0.0
1.01742124e+01 0.0
1.01751959e+01 1.0
1.01761793e+01 1.0
1.01771627e+01 1.0
1.01781461e+01 1.0
1.01791296e+01 1.0
1.01801130e+01 1.0
1.01810964e+01 1.0
1.01820799e+01 1.0
1.01830633e+01 1.0
1.01840467e+01 1.0
1.01850301e+01 1.0
1.01860136e+01 1.0
1.01869970e+01 1.0
1.01879804e+01 1.0
1.01889639e+01 1.0
1.01899473e+01 1.0
1.01909307e+01 1.0
1.01919141e+01 1.0
1.01928976e+01 1.0
1.01938810e+01 1.0
1.01948644e+01 1.0
1.01958479e+01 1.0
1.01968313e+01 1.0
1.01978147e+01 1.0
1.01987981e+01 1.0
1.01997816e+01 1.0
1.02007650e+01 1.0
1.02017484e+01 1.0
1.02027319e+01 1.0
1.02037153e+01 1.0
1.02046987e+01 1.0
1.02056821e+01 1.0
1.02066656e+01 1.0
1.02076490e+01 1.0
1.02086324e+01 1.0
1.02096159e+01 1.0
1.02105993e+01 1.0
1.02115827e+01 1.0
1.02125661e+01 1.0
1.02135496e+01 1.0
1.02145330e+01 1.0
1.02155164e+01 1.0
1.02164999e+01 1.0
1.02174833e+01 1.0
1.02184667e+01 1.0
1.02194502e+01 1.0
1.02204336e+01 1.0
1.02214170e+01 1.0
1.02224004e+01 1.0
1.02233839e+01 1.0
1.02243673e+01 1.0
1.02253507e+01 1.0
1.02263342e+01 1.0
1.02273176e+01 1.0
1.02283010e+01 1.0
1.02292844e+01 1.0
1.02302679e+01 1.0
1.02312513e+01 1.0
1.02322347e+01 1.0
1.02332182e+01 1.0
1.02342016e+01 1.0
1.02351850e+01 1.0
1.02361684e+01 1.0
1.02371519e+01 1.0
1.02381353e+01 1.0
1.02391187e+01 1.0
1.02401022e+01 1.0
1.02410856e+01 1.0
1.02420690e+01 1.0
1.02430524e+01 1.0
1.02440359e+01 1.0
1.02450193e+01 1.0
1.02460027e+01 1.0
1.02469862e+01 1.0
1.02479696e+01 1.0
1.02489530e+01 1.0
1.02499364e+01 1.0
1.02509199e+01 1.0
1.02519033e+01 1.0
1.02528867e+01 1.0
1.02538702e+01 1.0
1.02548536e+01 1.0
1.02558370e+01 1.0
1.02568204e+01 1.0
1.02578039e+01 1.0
1.02587873e+01 1.0
1.02597707e+01 1.0
1.02607542e+01 1.0
1.02617376e+01 1.0
1.02627210e+01 1.0
1.02637044e+01 1.0
1.02646879e+01 1.0
1.02656713e+01 1.0
1.02666547e+01 1.0
1.02676382e+01 1.0
1.02686216e+01 1.0
1.02696050e+01 1.0
1.02705884e+01 1.0
1.02715719e+01 1.0
1.02725553e+01 1.0
1.02735387e+01 1.0
1.02745222e+01 1.0
1.02755056e+01 1.0
1.02764890e+01 1.0
1.02774724e+01 1.0
1.02784559e+01 1.0
1.02794393e+01 1.0
1.02804227e+01 1.0
1.02814062e+01 1.0
1.02823896e+01 1.0
1.02833730e+01 1.0
1.02843564e+01 1.0
1.02853399e+01 1.0
1.02863233e+01 1.0
1.02873067e+01 1.0
1.02882902e+01 1.0
1.02892736e+01 1.0
1.02902570e+01 1.0
1.02912405e+01 1.0
1.02922239e+01 1.0
1.02932073e+01 1.0
1.02941907e+01 1.0
